customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,device_protection,streaming_tv,streaming_movies,phone_service,multiple_lines,payment_method,paperless_billing,senior_citizen,partner,dependents,churn
CUST-008169,18,80.85,1560.6,Month-to-month,DSL,No,Yes,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,0
CUST-008170,48,64.84,3425.58,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,Mailed check,Yes,No,Yes,No,0
CUST-008171,12,102.14,1227.99,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Mailed check,No,No,No,Yes,1
CUST-008172,46,108.17,4832.41,One year,Fiber optic,No,No,No,Yes,Yes,Yes,No,Bank transfer,No,No,No,No,1
CUST-008173,67,108.45,7257.67,Two year,Fiber optic,No,Yes,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-008174,60,84.22,4952.5,Month-to-month,Fiber optic,No,No,No,No,Yes,Yes,No,Credit card,No,No,No,No,1
CUST-008175,51,46.32,2117.44,Month-to-month,No,No,No,Yes,Yes,No,Yes,No,Mailed check,No,No,No,No,0
CUST-008176,32,69.44,2195.36,Month-to-month,No,Yes,No,Yes,Yes,No,Yes,No,Bank transfer,Yes,No,Yes,No,0
CUST-008177,3,42.42,0.0,One year,No,No,Yes,No,No,No,Yes,No,Credit card,No,No,Yes,Yes,0
CUST-008178,67,101.09,7101.06,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,No,No,Mailed check,Yes,No,Yes,No,1
CUST-008179,8,89.83,762.23,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-008180,18,34.93,584.41,Month-to-month,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,0
CUST-008181,16,57.37,1144.96,One year,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,0
CUST-008182,14,84.01,1306.92,Month-to-month,DSL,No,Yes,No,Yes,No,Yes,No,Mailed check,No,No,Yes,No,1
CUST-008183,3,70.94,24.5,Month-to-month,No,Yes,No,No,Yes,No,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-008184,62,92.45,5590.8,Two year,DSL,Yes,No,Yes,No,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,0
CUST-008185,46,37.26,1754.31,Two year,No,Yes,No,No,No,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-008186,27,91.51,2442.38,Two year,Fiber optic,No,No,No,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,1
CUST-008187,69,96.77,6642.6,Month-to-month,Fiber optic,No,No,No,Yes,No,No,No,Bank transfer,No,No,Yes,No,1
CUST-008188,21,84.18,1661.66,Month-to-month,DSL,No,No,No,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-008189,50,71.38,3660.68,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,Electronic check,No,No,No,No,0
CUST-008190,10,62.71,574.18,Month-to-month,DSL,No,Yes,Yes,No,Yes,Yes,No,Electronic check,Yes,No,No,No,0
CUST-008191,22,114.09,2573.87,Two year,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Credit card,No,Yes,Yes,No,0
CUST-008192,60,49.71,2721.44,Month-to-month,No,No,Yes,Yes,No,No,Yes,No,Mailed check,Yes,No,No,Yes,0
CUST-008193,40,117.6,4728.0,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Credit card,Yes,No,Yes,Yes,1
CUST-008194,61,102.88,6130.83,Two year,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Bank transfer,No,No,Yes,Yes,0
CUST-008195,68,75.37,5315.27,One year,DSL,Yes,No,No,Yes,No,Yes,Yes,Electronic check,No,No,No,No,0
CUST-008196,49,117.51,5818.27,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Yes,No,Credit card,Yes,No,Yes,No,1
CUST-008197,39,74.16,3135.28,Two year,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Credit card,Yes,Yes,Yes,Yes,0
CUST-008198,59,99.56,5746.34,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,Yes,0
CUST-008199,15,97.13,1344.29,Month-to-month,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-008200,62,44.14,2799.62,Month-to-month,No,No,Yes,No,No,No,Yes,No,Electronic check,No,Yes,No,No,0
CUST-008201,61,98.37,5974.22,Month-to-month,Fiber optic,No,No,Yes,No,No,Yes,No,Credit card,Yes,Yes,Yes,No,0
CUST-008202,2,94.53,31.0,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,Mailed check,No,No,No,Yes,0
CUST-008203,29,37.4,1265.44,Month-to-month,No,No,No,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-008204,40,62.19,2465.15,Month-to-month,No,Yes,Yes,No,Yes,Yes,No,No,Electronic check,Yes,No,Yes,No,0
CUST-008205,14,83.65,1090.74,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,Credit card,No,Yes,Yes,No,0
CUST-008206,58,71.42,3917.42,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,No,Credit card,No,No,No,No,1
CUST-008207,11,116.02,1167.88,One year,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Credit card,No,No,No,No,0
CUST-008208,62,98.07,5906.58,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-008209,48,67.98,3096.19,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,0
CUST-008210,47,103.85,5106.92,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Mailed check,Yes,Yes,No,No,1
CUST-008211,48,109.54,5188.0,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Bank transfer,No,No,Yes,No,1
CUST-008212,28,73.28,1959.15,Month-to-month,DSL,No,No,No,No,Yes,Yes,No,Credit card,Yes,No,No,No,1
CUST-008213,20,55.98,1229.34,Month-to-month,DSL,No,Yes,No,No,No,Yes,No,Mailed check,Yes,Yes,Yes,No,0
CUST-008214,52,82.43,4153.24,Two year,Fiber optic,Yes,No,No,No,No,Yes,No,Mailed check,No,No,No,No,0
CUST-008215,38,99.72,3806.55,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-008216,51,80.16,3889.39,Month-to-month,DSL,No,Yes,No,Yes,Yes,Yes,No,Mailed check,Yes,No,Yes,No,1
CUST-008217,70,101.01,6896.64,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Bank transfer,Yes,No,Yes,No,1
CUST-008218,12,106.85,1183.86,Two year,Fiber optic,No,No,No,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-008219,63,83.76,5549.11,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Mailed check,No,No,No,No,0
CUST-008220,18,38.95,852.29,Two year,No,Yes,No,Yes,No,No,Yes,No,Credit card,Yes,No,Yes,Yes,0
CUST-008221,14,116.25,1526.16,Two year,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-008222,32,84.12,2573.37,Two year,DSL,Yes,Yes,No,Yes,Yes,No,No,Credit card,No,No,Yes,Yes,0
CUST-008223,50,125.3,6219.68,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-008224,65,49.78,3176.27,Two year,No,No,No,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-008225,14,36.28,764.03,One year,No,No,No,No,No,No,Yes,Yes,Mailed check,No,No,No,Yes,0
CUST-008226,25,85.57,2272.75,Month-to-month,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer,Yes,Yes,No,Yes,0
CUST-008227,0,69.7,0.0,Month-to-month,DSL,No,No,Yes,No,No,Yes,No,Bank transfer,Yes,Yes,Yes,No,1
CUST-008228,33,45.03,1557.01,Month-to-month,No,Yes,No,No,No,Yes,Yes,No,Bank transfer,No,No,No,Yes,0
CUST-008229,34,77.37,2450.7,Month-to-month,Fiber optic,No,No,Yes,No,No,Yes,No,Electronic check,Yes,No,No,Yes,1
CUST-008230,46,94.19,4471.52,One year,Fiber optic,No,Yes,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,0
CUST-008231,30,35.96,1118.48,One year,No,No,Yes,No,No,Yes,Yes,No,Bank transfer,Yes,No,No,No,0
CUST-008232,50,50.5,2478.51,Two year,No,No,Yes,Yes,Yes,Yes,Yes,No,Mailed check,No,No,No,No,0
CUST-008233,56,105.12,5870.5,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-008234,21,118.59,2274.04,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Credit card,Yes,Yes,No,No,1
CUST-008235,14,120.23,1857.49,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card,Yes,No,No,Yes,0
CUST-008236,5,74.97,167.18,Month-to-month,DSL,No,No,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-008237,28,100.35,2499.37,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,No,Yes,No,No,1
CUST-008238,63,66.68,4325.34,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,Yes,Mailed check,No,No,Yes,No,0
CUST-008239,29,96.62,2903.22,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Credit card,No,No,No,No,1
CUST-008240,4,89.29,383.34,Month-to-month,Fiber optic,No,No,Yes,No,No,No,No,Mailed check,No,No,No,No,1
CUST-008241,1,70.17,0.63,One year,DSL,Yes,No,No,Yes,Yes,Yes,No,Electronic check,Yes,Yes,No,No,1
CUST-008242,69,84.2,5865.98,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,No,Credit card,Yes,No,No,No,1
CUST-008243,54,70.05,3836.45,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Credit card,Yes,No,No,No,1
CUST-008244,22,85.44,1887.52,Two year,Fiber optic,Yes,No,No,Yes,No,Yes,No,Bank transfer,Yes,Yes,Yes,No,0
CUST-008245,70,79.55,5670.26,Two year,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-008246,21,86.01,1804.73,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,No,Electronic check,Yes,No,No,No,1
CUST-008247,4,108.1,289.36,Two year,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,1
CUST-008248,25,99.82,2387.35,Month-to-month,Fiber optic,No,No,No,Yes,Yes,No,No,Bank transfer,No,No,No,No,1
CUST-008249,11,111.24,1171.1,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Yes,No,Bank transfer,Yes,No,No,No,0
CUST-008250,4,77.05,140.11,Month-to-month,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,No,No,Yes,No,1
CUST-008251,14,70.54,1051.89,One year,DSL,No,No,Yes,Yes,No,Yes,No,Electronic check,No,No,No,No,0
CUST-008252,52,47.53,2480.03,Month-to-month,No,No,Yes,No,No,Yes,Yes,No,Bank transfer,Yes,Yes,No,No,1
CUST-008253,53,114.89,5811.85,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,No,1
CUST-008254,47,122.18,5524.37,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,No,0
CUST-008255,29,58.94,1687.29,Month-to-month,No,No,No,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,0
CUST-008256,11,108.02,1171.69,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,1
CUST-008257,56,109.13,6268.36,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Mailed check,No,No,No,No,1
CUST-008258,11,106.72,1296.75,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,No,No,Yes,Yes,1
CUST-008259,19,80.29,1516.22,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed check,Yes,Yes,No,No,1
CUST-008260,50,49.46,2621.4,Month-to-month,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-008261,64,80.11,5305.15,One year,DSL,Yes,No,Yes,No,Yes,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-008262,68,106.79,7291.18,One year,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Mailed check,Yes,No,No,No,0
CUST-008263,21,79.91,1774.29,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Mailed check,Yes,Yes,No,Yes,0
CUST-008264,24,68.79,1598.28,Two year,DSL,Yes,No,No,No,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,1
CUST-008265,61,55.63,3735.42,Two year,No,Yes,No,No,Yes,No,No,Yes,Bank transfer,Yes,Yes,No,No,0
CUST-008266,58,112.94,6727.49,Month-to-month,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-008267,61,41.38,2353.61,Month-to-month,No,Yes,Yes,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,1
CUST-008268,38,141.92,5371.05,One year,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Electronic check,Yes,Yes,Yes,No,1
CUST-008269,27,112.58,3481.25,One year,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,No,No,No,No,1
CUST-008270,6,70.87,509.4,Month-to-month,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-008271,28,114.61,3371.36,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,0
CUST-008272,1,111.45,0.0,One year,Fiber optic,No,No,No,Yes,Yes,Yes,No,Credit card,No,No,Yes,No,1
CUST-008273,56,116.13,6478.56,Month-to-month,Fiber optic,No,No,No,Yes,No,Yes,Yes,Mailed check,Yes,No,No,No,1
CUST-008274,56,63.35,3759.56,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-008275,63,78.18,5008.81,One year,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card,No,No,Yes,No,0
CUST-008276,61,39.24,2745.66,One year,No,No,No,No,No,No,Yes,Yes,Electronic check,No,No,Yes,No,0
CUST-008277,37,63.85,2124.7,Month-to-month,Fiber optic,No,No,No,No,No,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-008278,38,117.62,4349.74,Two year,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer,No,No,No,Yes,1
CUST-008279,8,106.25,822.61,Two year,Fiber optic,No,No,Yes,Yes,No,No,Yes,Bank transfer,Yes,No,No,No,0
CUST-008280,41,96.42,3984.54,Two year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Credit card,No,No,No,No,0
CUST-008281,58,94.27,5131.72,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,No,Electronic check,No,No,No,No,1
CUST-008282,34,116.4,3753.23,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Bank transfer,No,Yes,Yes,No,1
CUST-008283,54,94.14,5179.0,Month-to-month,Fiber optic,No,Yes,Yes,No,No,Yes,No,Bank transfer,No,No,Yes,No,0
CUST-008284,15,64.66,1128.36,One year,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-008285,45,99.18,4554.77,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,0
CUST-008286,46,60.11,2768.74,Month-to-month,DSL,No,Yes,No,No,Yes,No,No,Credit card,No,No,Yes,No,0
CUST-008287,48,86.07,4063.14,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,No,Credit card,Yes,Yes,No,Yes,0
CUST-008288,27,114.4,3204.03,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-008289,44,73.03,3322.12,Month-to-month,DSL,No,Yes,Yes,No,No,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-008290,12,96.04,925.72,Month-to-month,Fiber optic,No,No,Yes,No,No,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-008291,36,72.98,2934.16,Month-to-month,DSL,No,No,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,1
CUST-008292,27,52.07,1383.27,One year,No,Yes,No,Yes,Yes,No,Yes,No,Credit card,No,No,Yes,No,0
CUST-008293,37,78.01,2773.03,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Bank transfer,Yes,No,Yes,No,0
CUST-008294,43,107.92,4514.65,Two year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Credit card,Yes,No,No,No,0
CUST-008295,36,100.22,3641.13,Two year,Fiber optic,No,Yes,No,Yes,No,No,Yes,Mailed check,No,Yes,No,Yes,0
CUST-008296,2,95.64,230.18,Month-to-month,Fiber optic,No,No,No,Yes,No,Yes,Yes,Credit card,Yes,Yes,No,Yes,1
CUST-008297,15,89.01,1511.33,One year,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Mailed check,No,No,Yes,No,1
CUST-008298,70,54.23,3451.68,One year,No,No,No,Yes,No,Yes,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-008299,69,59.52,4513.6,One year,DSL,No,No,No,Yes,Yes,Yes,No,Electronic check,No,No,Yes,No,0
CUST-008300,31,67.22,1948.01,Month-to-month,No,Yes,Yes,Yes,Yes,No,Yes,No,Credit card,Yes,No,No,No,1
CUST-008301,3,144.07,409.29,One year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,No,No,No,No,1
CUST-008302,35,59.0,2213.6,Month-to-month,No,No,No,Yes,Yes,Yes,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-008303,47,78.26,3746.23,Two year,DSL,Yes,Yes,No,No,Yes,Yes,No,Mailed check,Yes,No,Yes,No,0
CUST-008304,35,108.22,3706.5,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Yes,No,Electronic check,No,No,No,No,1
CUST-008305,49,110.94,5296.94,One year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,No,No,No,No,0
CUST-008306,15,90.9,1237.1,One year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-008307,2,101.98,125.12,Month-to-month,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer,Yes,No,Yes,Yes,1
CUST-008308,35,66.73,2378.28,One year,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,No,No,Yes,No,0
CUST-008309,55,83.01,4596.94,Month-to-month,Fiber optic,No,No,Yes,No,No,Yes,No,Mailed check,No,No,Yes,No,0
CUST-008310,28,71.15,1945.45,Two year,DSL,Yes,No,No,Yes,No,Yes,No,Bank transfer,Yes,Yes,No,No,0
CUST-008311,27,70.86,1801.72,Month-to-month,DSL,No,Yes,Yes,No,No,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-008312,23,40.37,998.6,Month-to-month,No,No,No,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-008313,57,74.76,4050.38,One year,No,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-008314,45,82.23,3780.14,One year,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Credit card,No,No,Yes,No,0
CUST-008315,20,30.61,683.97,Month-to-month,No,No,No,No,Yes,No,Yes,Yes,Bank transfer,Yes,Yes,No,No,1
CUST-008316,45,71.61,3347.04,Month-to-month,DSL,No,Yes,Yes,No,No,Yes,Yes,Mailed check,Yes,No,Yes,No,0
CUST-008317,72,101.83,7475.6,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Electronic check,No,No,Yes,No,1
CUST-008318,34,103.97,3486.72,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,1
CUST-008319,5,93.29,379.79,Month-to-month,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Credit card,Yes,No,No,Yes,1
CUST-008320,62,95.76,5831.65,Two year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Mailed check,No,No,No,No,0
CUST-008321,72,83.66,5897.26,Month-to-month,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-008322,38,75.33,2940.32,Two year,DSL,Yes,Yes,No,Yes,No,Yes,No,Mailed check,Yes,No,No,No,0
CUST-008323,15,114.71,1951.21,One year,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Electronic check,No,No,Yes,No,1
CUST-008324,58,26.04,1612.78,Month-to-month,No,No,Yes,Yes,No,No,Yes,No,Bank transfer,No,No,Yes,No,1
CUST-008325,13,122.21,1558.1,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-008326,38,59.28,2063.49,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,0
CUST-008327,5,84.03,451.93,Month-to-month,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer,No,No,Yes,Yes,1
CUST-008328,33,65.9,2114.23,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,Bank transfer,Yes,No,Yes,No,1
CUST-008329,4,100.04,314.18,Two year,Fiber optic,No,No,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-008330,57,106.85,5944.86,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,1
CUST-008331,15,132.48,2064.67,Two year,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,0
CUST-008332,39,53.69,1877.59,Month-to-month,No,Yes,Yes,No,No,No,Yes,Yes,Credit card,No,No,No,Yes,0
CUST-008333,65,97.82,6438.2,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Mailed check,Yes,No,Yes,No,0
CUST-008334,68,121.19,8250.66,One year,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer,Yes,No,No,Yes,0
CUST-008335,64,60.54,3858.45,Month-to-month,No,No,No,No,Yes,No,Yes,Yes,Electronic check,No,Yes,Yes,No,0
CUST-008336,53,129.0,6893.57,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Bank transfer,No,No,No,No,1
CUST-008337,40,130.1,5242.68,Two year,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-008338,63,53.03,3268.16,Two year,No,Yes,No,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-008339,15,72.66,804.53,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,No,Electronic check,No,No,Yes,No,1
CUST-008340,49,70.12,3325.63,One year,DSL,No,No,Yes,No,Yes,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-008341,23,98.7,2153.74,One year,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Credit card,No,No,Yes,No,0
CUST-008342,49,104.64,5318.7,One year,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Credit card,No,No,Yes,No,0
CUST-008343,56,101.77,5782.46,One year,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Credit card,No,No,Yes,No,0
CUST-008344,28,30.48,1141.09,One year,No,Yes,Yes,No,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-008345,55,112.79,6290.76,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-008346,59,104.94,6306.1,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Yes,No,Bank transfer,No,No,No,Yes,1
CUST-008347,27,126.79,3167.96,One year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,No,Yes,Yes,No,1
CUST-008348,65,41.69,2622.3,Month-to-month,No,Yes,Yes,No,No,Yes,Yes,No,Credit card,No,No,Yes,No,0
CUST-008349,63,67.19,3945.57,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Mailed check,Yes,No,Yes,No,0
CUST-008350,23,110.68,2485.95,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,0
CUST-008351,62,69.78,4438.9,One year,DSL,No,No,No,No,Yes,Yes,Yes,Credit card,No,Yes,Yes,Yes,1
CUST-008352,8,80.91,936.39,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-008353,65,111.47,6984.15,Two year,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-008354,1,125.28,136.96,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Electronic check,No,No,No,Yes,1
CUST-008355,3,128.22,453.8,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,No,No,Yes,No,1
CUST-008356,12,83.76,523.58,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-008357,24,111.99,2867.86,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-008358,26,106.62,2346.61,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,1
CUST-008359,10,45.68,434.96,Month-to-month,No,No,Yes,Yes,No,No,Yes,No,Bank transfer,Yes,Yes,No,Yes,0
CUST-008360,10,85.04,1021.05,Two year,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Credit card,Yes,No,Yes,No,0
CUST-008361,14,51.95,693.73,Month-to-month,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed check,No,Yes,No,No,1
CUST-008362,21,69.47,1680.6,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,No,Electronic check,Yes,Yes,No,No,1
CUST-008363,70,101.53,6905.77,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,Yes,Bank transfer,No,No,No,No,1
CUST-008364,45,115.3,5220.08,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Mailed check,No,No,Yes,Yes,0
CUST-008365,52,80.76,4045.59,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-008366,8,63.55,432.36,One year,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-008367,50,98.87,4884.35,Two year,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,1
CUST-008368,38,39.71,1276.74,Month-to-month,No,No,No,Yes,Yes,No,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-008369,54,104.01,5470.64,Month-to-month,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,No,No,No,No,0
